transaction_id,timestamp,customer_id,customer_age,merchant_id,merchant_name,merchant_category,country,ip_country,currency,payment_method,device_type,amount,risk_score,status,fee_amount,net_revenue,chargeback_loss_est,ip_country_missing,device_type_missing,merchant_category_missing,payment_method_missing,risk_score_missing,customer_age_missing,country_mismatch
6046,2024-10-11 07:51:25,197557,19.0,24341,Merchant_24341,saas,TR,TR,TRY,card,android,483.59,4.0,captured,10.77,10.77,0.0,0,0,0,0,0,0,0
6047,2024-07-13 20:40:39,150665,56.0,24904,Merchant_24904,saas,GB,GB,USD,card,ios,39.47,2.0,captured,0.62,0.62,0.0,0,0,0,0,0,0,0
6048,2025-09-12 07:50:42,146822,35.0,27117,Merchant_27117,travel,US,US,USD,card,unknown,53.99,6.0,captured,0.89,0.89,0.0,0,1,0,0,0,0,0
6049,2025-09-19 13:35:55,130011,59.0,22470,Merchant_22470,saas,TR,TR,TRY,bank_transfer,ios,536.57,12.0,captured,13.67,13.67,0.0,0,0,0,0,0,0,0
6050,2024-01-04 08:01:49,110786,64.0,26890,Merchant_26890,utilities,ES,ES,EUR,card,web,54.18,10.0,captured,1.7,1.7,0.0,0,0,0,0,0,0,0
6051,2025-03-15 18:20:42,187635,66.0,28317,Merchant_28317,ecommerce,TR,TR,TRY,wallet,ios,2283.86,33.0,failed,60.23,0.0,0.0,0,0,0,0,0,0,0
6052,2025-04-12 14:27:15,172073,21.0,25826,Merchant_25826,utilities,US,US,EUR,card,android,34.13,1.0,captured,0.62,0.62,0.0,0,0,0,0,0,0,0
6053,2024-10-02 22:21:41,140019,35.0,27210,Merchant_27210,utilities,US,US,GBP,wallet,ios,63.48,14.0,captured,1.63,1.63,0.0,0,0,0,0,0,0,0
6054,2024-12-08 11:01:14,196145,36.0,21674,Merchant_21674,travel,IT,IT,GBP,wallet,android,66.44,28.0,captured,1.82,1.82,0.0,1,0,0,0,0,0,0
6055,2025-07-30 15:09:10,118382,45.0,29064,Merchant_29064,food_delivery,NL,NL,USD,card,android,20.88,15.0,captured,0.72,0.72,0.0,0,0,0,0,0,0,0
6056,2024-10-02 21:54:06,177869,37.0,23012,Merchant_23012,saas,TR,TR,TRY,card,android,859.26,5.0,captured,17.1,17.1,0.0,0,0,0,0,0,0,0
6057,2024-02-17 01:17:39,145220,32.0,21979,Merchant_21979,ecommerce,FR,AE,EUR,bank_transfer,android,16.8,12.0,captured,0.4,0.4,0.0,0,0,0,0,1,0,1
6058,2024-09-28 22:19:50,162419,56.0,25483,Merchant_25483,saas,IT,IT,USD,card,ios,27.51,3.0,captured,0.43,0.43,0.0,0,0,0,0,0,0,0
6059,2024-07-04 08:10:18,103724,29.0,23853,Merchant_23853,food_delivery,FR,FR,USD,card,android,20.03,7.0,captured,0.35,0.35,0.0,1,0,0,0,0,0,0
6060,2024-10-06 09:17:44,161082,44.0,24612,Merchant_24612,gaming,TR,TR,TRY,card,ios,409.64,13.0,captured,6.69,6.69,0.0,1,0,0,0,0,1,0
6061,2024-06-16 23:24:26,167916,43.0,28053,Merchant_28053,utilities,GB,GB,EUR,card,ios,14.29,0.0,captured,0.28,0.28,0.0,0,0,0,0,0,1,0
6062,2024-04-19 09:46:17,197790,39.0,25358,Merchant_25358,food_delivery,AE,AE,USD,card,android,38.07,10.0,captured,0.89,0.89,0.0,0,0,0,0,0,0,0
6063,2025-12-20 07:35:13,134611,28.0,23738,Merchant_23738,ecommerce,TR,TR,TRY,card,android,1767.31,17.0,captured,20.29,20.29,0.0,0,0,0,0,0,0,0
6064,2024-04-04 01:44:58,107311,53.0,28001,Merchant_28001,unknown,GB,GB,EUR,card,android,35.87,14.0,captured,0.9,0.9,0.0,0,0,1,0,0,0,0
6065,2025-05-30 10:50:49,106167,51.0,23790,Merchant_23790,ecommerce,DE,DE,USD,card,android,20.61,17.0,captured,0.35,0.35,0.0,0,0,0,0,0,0,0
6066,2025-06-07 19:56:35,114955,56.0,29582,Merchant_29582,marketplace,DE,DE,EUR,card,android,74.94,11.0,captured,2.3,2.3,0.0,0,0,0,0,0,0,0
6067,2025-03-26 23:36:34,129943,26.0,29859,Merchant_29859,ecommerce,TR,TR,TRY,bank_transfer,ios,1674.6,5.0,captured,37.36,37.36,0.0,0,0,0,0,0,0,0
6068,2025-10-27 08:42:58,183080,45.0,24692,Merchant_24692,ecommerce,TR,TR,TRY,card,web,824.75,17.0,captured,25.25,25.25,0.0,0,0,0,0,0,0,0
6069,2024-01-04 15:20:11,119518,65.0,27707,Merchant_27707,saas,GB,GB,EUR,card,android,33.23,13.0,captured,0.67,0.67,0.0,0,0,0,0,0,0,0
6070,2024-08-08 04:32:31,114511,23.0,27080,Merchant_27080,marketplace,TR,TR,TRY,card,android,385.71,13.0,captured,10.94,10.94,0.0,0,0,0,0,0,0,0
6071,2024-05-14 13:06:40,103187,52.0,28607,Merchant_28607,travel,TR,TR,TRY,card,android,6384.17,29.0,captured,160.25,160.25,0.0,0,0,0,0,0,0,0
6072,2025-02-25 03:44:47,138329,60.0,24612,Merchant_24612,ecommerce,US,FR,USD,card,ios,36.97,7.0,captured,0.61,0.61,0.0,0,0,0,0,0,0,1
6073,2025-04-08 22:41:00,160347,54.0,24069,Merchant_24069,unknown,TR,IT,TRY,card,web,650.72,19.0,captured,26.0,26.0,0.0,0,0,1,0,0,0,1
6074,2025-10-17 11:14:02,128149,62.0,22765,Merchant_22765,food_delivery,US,US,EUR,bank_transfer,android,42.68,12.0,captured,0.97,0.97,0.0,0,0,0,0,0,0,0
6075,2024-10-04 04:40:57,149547,49.0,25858,Merchant_25858,ecommerce,ES,ES,EUR,card,android,15.67,3.0,captured,0.21,0.21,0.0,0,0,0,0,0,0,0
6076,2024-06-21 04:56:42,124344,45.0,26156,Merchant_26156,food_delivery,US,US,USD,card,android,26.63,6.0,captured,0.6,0.6,0.0,0,0,0,0,0,0,0
6077,2025-11-05 17:23:32,179999,38.0,24505,Merchant_24505,unknown,TR,TR,TRY,card,ios,1094.5,13.0,captured,18.35,18.35,0.0,0,0,1,0,1,0,0
6078,2025-05-06 06:44:48,102572,68.0,23103,Merchant_23103,saas,TR,TR,TRY,card,android,1550.21,10.0,captured,26.48,26.48,0.0,0,0,0,0,0,0,0
6079,2025-07-12 05:58:05,120068,60.0,24502,Merchant_24502,gaming,US,US,EUR,card,ios,14.02,26.0,refunded,0.15,0.0,0.0,0,0,0,0,0,0,0
6080,2024-11-20 20:01:30,156624,18.0,25020,Merchant_25020,food_delivery,US,US,EUR,card,ios,20.38,0.0,captured,0.3,0.3,0.0,0,0,0,0,0,0,0
6081,2024-11-22 14:10:08,184241,64.0,21276,Merchant_21276,ecommerce,IT,IT,EUR,card,android,83.24,12.0,captured,1.18,1.18,0.0,0,0,0,0,0,0,0
6082,2024-10-11 00:05:50,140123,26.0,26600,Merchant_26600,marketplace,DE,DE,USD,card,android,49.89,9.0,captured,1.16,1.16,0.0,0,0,0,0,0,0,0
6083,2025-07-01 03:30:08,106964,31.0,28420,Merchant_28420,ecommerce,US,NL,USD,card,ios,53.27,2.0,captured,1.27,1.27,0.0,0,0,0,0,0,0,1
6084,2024-06-02 17:59:00,155158,66.0,23218,Merchant_23218,travel,US,US,EUR,card,ios,35.66,1.0,captured,0.52,0.52,0.0,0,0,0,0,0,0,0
6085,2025-12-13 01:05:01,127039,58.0,23905,Merchant_23905,travel,GB,GB,EUR,card,web,76.27,12.0,captured,0.74,0.74,0.0,0,0,0,0,0,0,0
6086,2024-05-08 10:12:42,130450,44.0,20928,Merchant_20928,ecommerce,TR,TR,TRY,card,android,1103.62,13.0,failed,25.56,0.0,0.0,0,0,0,0,0,1,0
6087,2024-12-02 12:23:02,192224,33.0,25817,Merchant_25817,ecommerce,US,US,USD,bank_transfer,android,11.88,9.0,captured,0.23,0.23,0.0,0,0,0,0,0,0,0
6088,2024-08-17 16:01:37,194145,58.0,24275,Merchant_24275,food_delivery,TR,TR,TRY,card,android,573.52,0.0,captured,11.24,11.24,0.0,0,0,0,0,0,0,0
6089,2025-04-14 01:03:12,125878,38.0,28569,Merchant_28569,saas,US,US,USD,card,web,26.47,10.0,captured,0.74,0.74,0.0,0,0,0,0,0,0,0
6090,2025-05-11 21:43:14,159134,25.0,29069,Merchant_29069,travel,GB,GB,USD,card,web,101.5,10.0,captured,2.77,2.77,0.0,0,0,0,0,0,0,0
6091,2025-11-01 15:00:14,154083,24.0,27733,Merchant_27733,ecommerce,AE,FR,EUR,card,unknown,9.83,6.0,captured,0.26,0.26,0.0,0,1,0,0,0,0,1
6092,2025-07-30 03:05:05,196119,53.0,22100,Merchant_22100,food_delivery,TR,TR,TRY,card,android,1715.71,11.0,captured,47.15,47.15,0.0,0,0,0,0,1,0,0
6093,2024-06-30 12:46:48,194620,62.0,21982,Merchant_21982,food_delivery,IT,IT,EUR,card,android,100.18,1.0,captured,3.08,3.08,0.0,0,0,0,0,0,0,0
6094,2024-05-30 20:38:05,135000,32.0,24856,Merchant_24856,saas,GB,GB,EUR,bank_transfer,unknown,34.47,5.0,captured,0.79,0.79,0.0,0,1,0,0,0,0,0
6095,2025-10-09 04:29:40,102542,56.0,26184,Merchant_26184,ecommerce,FR,FR,US D,wallet,unknown,23.66,24.0,captured,0.7,0.7,0.0,0,1,0,0,0,0,0
6096,2024-12-22 03:29:28,100228,32.0,20317,Merchant_20317,ecommerce,DE,DE,EUR,bank_transfer,android,26.01,6.0,captured,0.57,0.57,0.0,0,0,0,0,0,0,0
6097,2024-03-12 04:58:59,100464,43.0,24956,Merchant_24956,ecommerce,AE,AE,GBP,card,ios,13.35,17.0,failed,0.23,0.0,0.0,0,0,0,0,0,0,0
6098,2025-08-25 05:29:25,178125,40.0,20866,Merchant_20866,saas,DE,DE,USD,card,android,22.11,4.0,captured,0.61,0.61,0.0,0,0,0,0,0,0,0
6099,2025-04-18 08:48:43,173989,63.0,22601,Merchant_22601,ecommerce,TR,TR,TRY,wallet,android,379.69,12.0,refunded,6.27,0.0,0.0,0,0,0,0,1,0,0
6100,2024-01-19 16:00:21,182737,64.0,23589,Merchant_23589,ecommerce,US,US,USD,card,web,31.27,16.0,captured,0.99,0.99,0.0,0,0,0,0,0,0,0
6101,2025-07-25 11:19:28,113953,36.0,20408,Merchant_20408,ecommerce,ES,ES,GBP,card,ios,320.94,4.0,captured,10.95,10.95,0.0,0,0,0,0,0,0,0
6102,2025-03-19 09:13:28,105870,44.0,22623,Merchant_22623,gaming,US,US,GBP,card,android,28.43,15.0,failed,0.78,0.0,0.0,0,0,0,0,0,1,0
6103,2025-03-24 15:54:03,117041,26.0,26297,Merchant_26297,unknown,AE,AE,EUR,card,android,23.5,10.0,refunded,0.65,0.0,0.0,0,0,1,0,0,0,0
6104,2025-09-23 09:42:09,162536,43.0,29977,Merchant_29977,food_delivery,IT,GB,USD,card,ios,6.89,0.0,captured,0.18,0.18,0.0,0,0,0,0,0,1,1
6105,2024-12-27 17:46:11,100899,42.0,27797,Merchant_27797,ecommerce,TR,TR,USD,card,android,26.68,12.0,captured,0.66,0.66,0.0,0,0,0,0,1,0,0
6106,2024-12-02 17:22:31,166101,54.0,23063,Merchant_23063,ecommerce,IT,IT,EUR,card,ios,63.29,4.0,captured,1.94,1.94,0.0,0,0,0,0,0,0,0
6107,2025-03-26 15:55:16,188889,43.0,29416,Merchant_29416,saas,US,US,EUR,wallet,android,30.18,15.0,captured,0.91,0.91,0.0,0,0,0,0,0,0,0
6108,2024-05-24 09:09:07,114573,19.0,24400,Merchant_24400,gaming,TR,TR,TRY,card,android,944.93,10.0,captured,13.48,13.48,0.0,0,0,0,0,0,0,0
6109,2024-04-20 17:08:53,173885,62.0,23549,Merchant_23549,utilities,FR,FR,USD,wallet,android,75.57,15.0,captured,0.93,0.93,0.0,0,0,0,0,0,0,0
6110,2025-09-07 22:58:59,155251,63.0,28471,Merchant_28471,unknown,AE,AE,GBP,bank_transfer,ios,40.76,14.0,failed,0.44,0.0,0.0,0,0,1,0,0,0,0
6111,2024-06-06 08:47:55,194415,68.0,23991,Merchant_23991,gaming,US,US,USD,card,unknown,22.72,15.0,captured,0.63,0.63,0.0,0,1,0,0,0,0,0
6112,2025-01-03 04:06:48,124319,45.0,27387,Merchant_27387,saas,TR,TR,TRY,wallet,android,850.85,15.0,refunded,17.01,0.0,0.0,1,0,0,0,0,0,0
6113,2024-07-16 00:38:11,122689,58.0,21629,Merchant_21629,marketplace,DE,DE,EUR,card,ios,20.77,12.0,captured,0.42,0.42,0.0,0,0,0,0,1,0,0
6114,2024-06-17 05:37:23,101645,52.0,23323,Merchant_23323,ecommerce,FR,FR,USD,card,ios,49.51,2.0,captured,1.5,1.5,0.0,0,0,0,0,0,0,0
6115,2025-03-12 09:05:38,170511,41.0,29845,Merchant_29845,ecommerce,DE,DE,EUR,card,web,73.16,16.0,captured,1.92,1.92,0.0,0,0,0,0,0,0,0
6116,2025-08-08 17:23:10,186690,27.0,22438,Merchant_22438,gaming,US,US,USD,unknown,android,5.67,27.0,captured,0.17,0.17,0.0,0,0,0,1,0,0,0
6117,2024-11-18 14:06:24,101878,27.0,28495,Merchant_28495,food_delivery,US,US,USD,card,android,48.05,11.0,captured,0.82,0.82,0.0,0,0,0,0,0,0,0
6118,2024-04-11 06:31:11,149169,43.0,24663,Merchant_24663,marketplace,GB,GB,USD,card,android,76.75,11.0,captured,1.67,1.67,0.0,0,0,0,0,0,1,0
6119,2024-06-27 11:13:00,172410,58.0,29575,Merchant_29575,saas,TR,TR,TRY,wallet,android,411.58,25.0,captured,11.17,11.17,0.0,0,0,0,0,0,0,0
6120,2024-04-30 03:19:47,178169,68.0,24159,Merchant_24159,saas,AE,AE,GBP,bank_transfer,android,27.6,20.0,captured,0.81,0.81,0.0,0,0,0,0,0,0,0
6121,2025-10-06 10:49:10,193028,40.0,24952,Merchant_24952,food_delivery,TR,TR,TRY,card,ios,1036.74,5.0,captured,29.12,29.12,0.0,0,0,0,0,0,0,0
6122,2024-08-21 06:09:52,172288,44.0,23945,Merchant_23945,utilities,US,ES,USD,bank_transfer,android,21.9,1.0,captured,0.78,0.78,0.0,0,0,0,0,0,1,1
6123,2024-09-29 23:06:38,192053,43.0,22097,Merchant_22097,gaming,IT,IT,USD,card,android,49.21,22.0,captured,1.12,1.12,0.0,1,0,0,0,0,1,0
6124,2024-02-21 20:34:13,199369,62.0,28437,Merchant_28437,ecommerce,US,US,USD,bank_transfer,ios,83.53,6.0,captured,1.66,1.66,0.0,0,0,0,0,0,0,0
6125,2024-11-21 14:28:32,192749,59.0,25731,Merchant_25731,gaming,NL,NL,USD,card,ios,13.05,26.0,captured,0.26,0.26,0.0,0,0,0,0,0,0,0
6126,2025-10-29 03:57:30,143794,39.0,25050,Merchant_25050,saas,TR,TR,USD,card,android,20.18,7.0,captured,0.48,0.48,0.0,0,0,0,0,0,0,0
6127,2024-10-26 01:57:46,140703,69.0,23720,Merchant_23720,saas,US,US,USD,card,android,38.52,16.0,captured,0.5,0.5,0.0,0,0,0,0,0,0,0
6128,2025-04-20 09:47:14,142754,63.0,27722,Merchant_27722,unknown,FR,FR,USD,card,ios,47.3,2.0,captured,1.33,1.33,0.0,0,0,1,0,0,0,0
6129,2024-05-12 19:38:26,195070,32.0,23478,Merchant_23478,travel,IT,IT,USD,card,android,38.01,13.0,captured,1.11,1.11,0.0,0,0,0,0,0,0,0
6130,2024-04-14 08:18:30,128175,37.0,22376,Merchant_22376,marketplace,DE,DE,GBP,card,android,26.89,11.0,captured,0.7,0.7,0.0,0,0,0,0,0,0,0
6131,2025-06-18 02:06:19,175233,34.0,20823,Merchant_20823,travel,TR,TR,TRY,card,web,980.44,14.0,captured,17.59,17.59,0.0,0,0,0,0,1,0,0
6132,2024-02-17 23:41:31,162514,52.0,28731,Merchant_28731,ecommerce,TR,GB,TRY,card,android,1231.83,17.0,refunded,32.1,0.0,0.0,0,0,0,0,0,0,1
6133,2024-11-23 08:59:19,106172,69.0,20731,Merchant_20731,saas,AE,AE,USD,unknown,android,20.28,12.0,captured,0.44,0.44,0.0,0,0,0,1,0,0,0
6134,2024-08-19 04:39:24,148610,35.0,28448,Merchant_28448,gaming,GB,GB,EUR,card,unknown,8.88,20.0,captured,0.27,0.27,0.0,1,1,0,0,0,0,0
6135,2024-01-12 20:49:28,119472,29.0,23787,Merchant_23787,food_delivery,TR,TR,EUR,card,android,24.39,4.0,captured,0.43,0.43,0.0,0,0,0,0,0,0,0
6136,2025-01-22 18:44:02,172875,52.0,20025,Merchant_20025,utilities,US,US,USD,card,android,68.92,4.0,failed,2.0,0.0,0.0,0,0,0,0,0,0,0
6137,2025-12-04 17:31:12,144734,24.0,29261,Merchant_29261,saas,TR,TR,USD,card,web,10.26,22.0,disputed,0.2,0.0,8.72,1,0,0,0,0,0,0
6138,2024-02-20 11:28:35,135650,64.0,27407,Merchant_27407,marketplace,TR,TR,TRY,card,android,1242.15,12.0,captured,20.06,20.06,0.0,0,0,0,0,0,0,0
6139,2025-08-18 12:10:42,106562,60.0,27229,Merchant_27229,utilities,IT,IT,GBP,wallet,web,18.57,24.0,captured,0.34,0.34,0.0,0,0,0,0,0,0,0
6140,2025-01-28 14:24:51,113084,27.0,25478,Merchant_25478,food_delivery,GB,GB,EUR,card,android,18.05,0.0,failed,0.43,0.0,0.0,0,0,0,0,0,0,0
6141,2025-06-12 04:45:35,176402,60.0,27604,Merchant_27604,unknown,TR,TR,TRY,card,android,1262.16,4.0,captured,25.14,25.14,0.0,0,0,1,0,0,0,0
6142,2024-03-11 11:32:18,186242,23.0,21331,Merchant_21331,unknown,IT,IT,USD,unknown,android,11.65,27.0,captured,0.31,0.31,0.0,0,0,1,1,0,0,0
6143,2025-09-26 10:29:22,129112,68.0,22342,Merchant_22342,ecommerce,ES,TR,EURO,bank_transfer,unknown,28.82,5.0,captured,0.49,0.49,0.0,0,1,0,0,0,0,1
6144,2024-01-09 08:01:09,182803,43.0,25437,Merchant_25437,saas,IT,IT,EUR,card,android,26.01,1.0,captured,0.39,0.39,0.0,0,0,0,0,0,0,0
6145,2025-10-23 23:15:47,155199,58.0,27344,Merchant_27344,saas,FR,FR,USD,unknown,android,48.68,14.0,failed,1.12,0.0,0.0,1,0,0,1,0,0,0
6146,2025-04-25 04:46:24,135099,53.0,25883,Merchant_25883,ecommerce,ES,ES,USD,card,ios,20.82,13.0,captured,0.5,0.5,0.0,0,0,0,0,0,0,0
6147,2024-09-03 08:49:10,145146,47.0,24062,Merchant_24062,ecommerce,TR,TR,TRY,unknown,web,1688.16,14.0,captured,25.57,25.57,0.0,0,0,0,1,0,0,0
6148,2024-01-06 04:25:29,169034,53.0,26718,Merchant_26718,saas,IT,IT,USD,card,ios,43.21,8.0,captured,0.72,0.72,0.0,0,0,0,0,0,0,0
6149,2025-03-21 23:59:45,190909,43.0,20593,Merchant_20593,travel,US,US,GBP,card,ios,89.55,14.0,captured,2.88,2.88,0.0,1,0,0,0,1,0,0
6150,2024-03-04 19:51:26,149239,36.0,25081,Merchant_25081,gaming,TR,TR,TRY,wallet,unknown,278.83,18.0,captured,6.38,6.38,0.0,0,1,0,0,0,0,0
6151,2025-03-20 10:18:46,134660,62.0,23947,Merchant_23947,ecommerce,TR,TR,TRY,card,web,1454.07,15.0,captured,11.63,11.63,0.0,0,0,0,0,0,0,0
6152,2025-07-18 09:30:27,176096,31.0,24981,Merchant_24981,marketplace,TR,TR,TRY,card,android,1889.05,34.0,captured,56.86,56.86,0.0,1,0,0,0,0,0,0
6153,2024-07-14 03:05:24,152509,65.0,21312,Merchant_21312,saas,NL,NL,USD,card,ios,19.3,10.0,captured,0.57,0.57,0.0,0,0,0,0,0,0,0
6154,2024-06-23 06:25:02,139012,43.0,29032,Merchant_29032,saas,IT,IT,USD,wallet,android,51.87,21.0,captured,1.28,1.28,0.0,0,0,0,0,0,1,0
6155,2024-06-11 00:36:12,145977,43.0,28536,Merchant_28536,gaming,TR,TR,TRY,card,android,755.93,21.0,captured,8.71,8.71,0.0,0,0,0,0,0,0,0
6156,2024-06-13 03:10:17,153563,47.0,29425,Merchant_29425,marketplace,AE,AE,USD,card,ios,44.6,3.0,captured,1.13,1.13,0.0,0,0,0,0,0,0,0
6157,2024-03-24 03:39:18,114022,36.0,28402,Merchant_28402,saas,NL,NL,USD,card,android,31.0,10.0,captured,0.83,0.83,0.0,0,0,0,0,0,0,0
6158,2024-07-01 06:46:33,105781,61.0,26642,Merchant_26642,saas,TR,TR,TRY,wallet,web,1402.67,30.0,captured,27.11,27.11,0.0,0,0,0,0,0,0,0
6159,2025-04-26 07:11:04,166476,48.0,22874,Merchant_22874,unknown,FR,FR,EUR,wallet,android,10.79,25.0,captured,0.25,0.25,0.0,1,0,1,0,0,0,0
6160,2024-08-08 20:05:54,117490,60.0,21141,Merchant_21141,ecommerce,TR,TR,TRY,card,android,868.52,1.0,captured,12.06,12.06,0.0,0,0,0,0,0,0,0
6161,2025-07-24 01:42:02,153162,27.0,26118,Merchant_26118,ecommerce,TR,TR,TRY,card,android,1606.4,17.0,captured,37.77,37.77,0.0,0,0,0,0,0,0,0
6162,2025-08-21 01:56:57,178175,35.0,29465,Merchant_29465,gaming,GB,GB,EUR,card,android,34.42,26.0,captured,0.66,0.66,0.0,0,0,0,0,0,0,0
6163,2025-07-09 11:53:46,121497,48.0,23637,Merchant_23637,marketplace,IT,IT,GBP,card,android,38.96,17.0,captured,0.7,0.7,0.0,0,0,0,0,0,0,0
6164,2025-01-28 20:33:23,138156,68.0,29929,Merchant_29929,saas,TR,TR,TRY,wallet,android,630.79,22.0,captured,17.69,17.69,0.0,0,0,0,0,0,0,0
6165,2024-08-18 21:08:40,197828,27.0,21542,Merchant_21542,saas,TR,AE,TRY,card,web,1089.89,20.0,captured,18.98,18.98,0.0,0,0,0,0,0,0,1
6166,2025-11-09 19:44:36,103510,40.0,22832,Merchant_22832,ecommerce,GB,GB,USD,wallet,ios,56.74,9.0,captured,0.81,0.81,0.0,0,0,0,0,0,0,0
6167,2024-05-29 20:09:09,175571,62.0,26493,Merchant_26493,gaming,FR,FR,EUR,card,ios,23.64,16.0,failed,0.43,0.0,0.0,0,0,0,0,0,0,0
6168,2024-12-05 02:11:56,116763,30.0,24926,Merchant_24926,gaming,IT,IT,EUR,card,ios,45.12,12.0,captured,0.86,0.86,0.0,0,0,0,0,0,0,0
6169,2024-11-27 03:19:13,190566,39.0,27600,Merchant_27600,saas,US,US,EUR,card,android,53.3,12.0,captured,0.92,0.92,0.0,0,0,0,0,1,0,0
6170,2025-06-28 06:43:29,141159,45.0,23448,Merchant_23448,food_delivery,AE,AE,EUR,card,web,44.93,17.0,captured,0.95,0.95,0.0,0,0,0,0,0,0,0
6171,2025-02-03 04:10:18,100678,18.0,27746,Merchant_27746,ecommerce,DE,DE,EUR,wallet,android,46.41,8.0,captured,0.87,0.87,0.0,0,0,0,0,0,0,0
6172,2025-08-06 15:29:03,171790,18.0,23010,Merchant_23010,food_delivery,TR,TR,TRY,unknown,android,992.18,1.0,captured,26.96,26.96,0.0,0,0,0,1,0,0,0
6173,2025-11-01 22:24:23,114724,40.0,21492,Merchant_21492,food_delivery,GB,GB,USD,card,ios,8.09,0.0,captured,0.2,0.2,0.0,0,0,0,0,0,0,0
6174,2024-10-12 03:45:13,136348,26.0,25686,Merchant_25686,ecommerce,TR,TR,TRY,card,android,1324.99,3.0,captured,20.72,20.72,0.0,0,0,0,0,0,0,0
6175,2025-09-30 14:54:05,150232,66.0,25125,Merchant_25125,marketplace,FR,FR,EUR,bank_transfer,android,55.82,13.0,captured,0.85,0.85,0.0,0,0,0,0,0,0,0
6176,2024-05-03 20:51:13,174517,39.0,25670,Merchant_25670,ecommerce,TR,TR,TRY,wallet,android,772.88,16.0,captured,16.11,16.11,0.0,0,0,0,0,0,0,0
6177,2025-10-30 17:20:31,141893,56.0,20238,Merchant_20238,gaming,TR,TR,TRY,card,android,439.26,21.0,captured,9.73,9.73,0.0,0,0,0,0,0,0,0
6178,2024-05-09 22:22:24,185805,63.0,24111,Merchant_24111,saas,ES,ES,EUR,card,ios,30.85,0.0,captured,0.67,0.67,0.0,0,0,0,0,0,0,0
6179,2025-09-12 16:35:49,148170,18.0,20901,Merchant_20901,gaming,IT,IT,EUR,card,android,6.75,22.0,captured,0.07,0.07,0.0,0,0,0,0,0,0,0
6180,2024-10-11 21:07:59,134113,66.0,28047,Merchant_28047,unknown,US,US,EUR,card,android,37.75,17.0,captured,0.87,0.87,0.0,0,0,1,0,0,0,0
6181,2025-12-05 03:27:45,133708,33.0,20810,Merchant_20810,marketplace,NL,IT,USD,card,android,12.74,9.0,captured,0.33,0.33,0.0,0,0,0,0,0,0,1
6182,2024-04-04 07:29:25,180036,67.0,29315,Merchant_29315,marketplace,ES,ES,USD,card,web,18.06,18.0,captured,0.25,0.25,0.0,0,0,0,0,0,0,0
6183,2024-12-05 19:33:35,166485,51.0,20571,Merchant_20571,ecommerce,TR,TR,TRY,card,ios,1642.69,3.0,failed,53.4,0.0,0.0,0,0,0,0,0,0,0
6184,2025-10-20 08:56:32,112687,43.0,26105,Merchant_26105,saas,GB,GB,GBP,bank_transfer,unknown,81.2,20.0,captured,2.42,2.42,0.0,0,1,0,0,0,1,0
6185,2024-02-04 15:44:08,175036,36.0,23337,Merchant_23337,utilities,TR,TR,TRY,card,android,1555.52,11.0,captured,39.94,39.94,0.0,0,0,0,0,0,0,0
6186,2024-07-12 11:03:36,141527,36.0,21106,Merchant_21106,unknown,AE,US,EUR,card,android,36.31,12.0,captured,0.67,0.67,0.0,0,0,1,0,0,0,1
6187,2024-03-02 00:00:24,134882,40.0,23576,Merchant_23576,food_delivery,TR,TR,TRY,card,web,911.64,7.0,captured,16.7,16.7,0.0,0,0,0,0,0,0,0
6188,2024-08-22 12:42:51,109756,43.0,20399,Merchant_20399,unknown,NL,US,USD,card,android,15.02,25.0,captured,0.29,0.29,0.0,0,0,1,0,0,1,1
6189,2024-10-11 21:38:16,199820,18.0,26978,Merchant_26978,marketplace,TR,TR,TRY,card,android,783.64,12.0,captured,20.74,20.74,0.0,0,0,0,0,0,0,0
6190,2025-03-27 18:57:50,105252,52.0,28708,Merchant_28708,gaming,US,US,EUR,card,ios,21.25,11.0,failed,0.43,0.0,0.0,0,0,0,0,0,0,0
6191,2024-07-07 02:40:40,199663,43.0,23298,Merchant_23298,gaming,AE,AE,EUR,card,ios,48.4,17.0,captured,0.92,0.92,0.0,0,0,0,0,0,1,0
6192,2024-04-25 20:09:06,106452,22.0,24390,Merchant_24390,unknown,TR,TR,TR Y,card,web,512.97,9.0,captured,14.04,14.04,0.0,1,0,1,0,0,0,0
6193,2024-05-04 01:21:32,150532,43.0,21403,Merchant_21403,ecommerce,IT,IT,USD,unknown,android,44.57,14.0,captured,1.38,1.38,0.0,0,0,0,1,0,1,0
6194,2025-11-16 00:50:23,110475,51.0,24820,Merchant_24820,marketplace,TR,TR,TRY,bank_transfer,ios,1642.85,6.0,captured,15.7,15.7,0.0,0,0,0,0,0,0,0
6195,2025-11-26 20:07:48,149282,35.0,29467,Merchant_29467,gaming,US,US,EUR,card,ios,69.11,20.0,captured,1.17,1.17,0.0,0,0,0,0,0,0,0
6196,2024-06-10 15:00:12,183571,36.0,25382,Merchant_25382,unknown,FR,FR,EUR,wallet,android,46.92,9.0,captured,0.45,0.45,0.0,0,0,1,0,0,0,0
6197,2024-05-22 15:45:04,159004,44.0,28753,Merchant_28753,food_delivery,TR,TR,TR Y,card,android,900.03,8.0,captured,16.67,16.67,0.0,0,0,0,0,0,1,0
6198,2024-02-09 13:30:25,154367,43.0,27800,Merchant_27800,utilities,GB,GB,GBP,card,ios,56.65,4.0,captured,1.4,1.4,0.0,0,0,0,0,0,1,0
